id,sentence,ward_euclidean_cluster
358951032790201494,Power Music Logo — Vector EPS #corporate #modern • Available here → https://graphicriver.net/item/power-music-logo/10169949?ref=pxcr,1354
367606388309900079,"sweet and simple great looking sandals...OMG, I actually found these at G.H.Bass & Co.!!",419
367606388309900079,"They are so comfy, I luv them.",1302
367606388309900079,DE,1302
367606388309900962,Comfy T shirt and shorts!,1116
367606388309900962,"You are going to be walking a lot, so this is a sensible idea for Go Greek Day.",1005
367606388309901108,Mother of pearl drops.,862
367606388309901108,So pretty!,1097
367606388309901190,Beach style: boho romper,754
239676011393500698,Longer but cute,788
239676011393501051,Summer essentials: pretty one piece + floppy hat,457
67554063137900567,And you make me unmoody again within a second.,1044
67554063137900567,Al it takes is you walking in the door when you come home from work.,1402
67554063137901009,Off Shoulder Top,254
67554063137901335,V Neck Split Sleeve Chiffon White Dress,196
67554063137901486,LOVE this gift idea - Create a collage of photos for your sweetie of places you've been!,1185
174514554290600338,Loving all the different colors that the Crosley record players come in!,400
174514554290600338,Take $20 off with code:  UOGIFTED,1378
174514554290600549,fedora + white tank + black skinnies,232
174514554290601214,"Casual Chic - black jeans, crop sweater & long wavy hair",749
174514554290601239,Without the boots.,682
174514554290601239,Maybe cute flip flops for a relaxing evening with the kiddos this summer/ fall!,1028
174514554290601254,Cute beige linen joggers high waisted with white tank and up do strappy heels,662
174514554290601292,Cute bikini #anthrofave,546
412501647111200200,Capsule wardrobe style essentials & minimalist casual outfit ideas | All pieces from H&M | Created by Vanessa at www.flipandstyle.com,170
412501647111200421,♕pinterest/amymckeown5,184
412501647111201061,"grey and white for winter 2017 Clothing, Shoes & Jewelry : Women : Clothing : Jeans http://amzn.to/2jOGBU9",54
412501647111201105,kirsty godso - i love this woman.,398
412501647111201105,- Fitness Women's active - http://amzn.to/2i5XvJV,1057
412501647111201313,"Freshware 15-Pack 3 Compartment Bento Lunch Boxes with Lids - Stackable, Reusable, Microwave, Dishwasher & Freezer Safe - Meal Prep, Portion Control, 21 Day Fix & Food Storage Containers (32oz)",1432
402438916679400266,acid wash dress,1199
402438916679400681,lounge: gray Nike sweatshirt and white running shorts,1240
402438916679400739,Ethnic inspired tribal print capri pants and lacey boho chic bandeau.,754
402438916679400739,For the BEST Bohemian fashion trends FOLLOW https://www.pinterest.com/happygolicky/the-best-boho-chic-fashion-bohemian-jewelry-gypsy-/ now!,756
402438916679401378,"KONOV Jewelry Wide Genuine Leather Mens Bangle Cuff Bracelet, Color Brown: KONOV Jewelry: Jewelry",857
106538347409901158,Red Elastic Waist Twisted Ball Embellished Shorts,940
308848486934001143,Winter time is cozy me time,1115
47287864813600373,Chambray Henley,1298
47287864813600377,#anthroregistry,1254
47287864813600571,This Kendra Scott earring and necklace set would go with almost anything.,862
47287864813600575,"plaid button up, herringbone vest, skinny jeans and boots - fall fashion at its best!",946
47287864813600575,|| Modest Style || Modest Fashion || Modest Outfit Inspiration ||,149
47287864813600711,Freebird by Steven Alamo Boots by Freebird by Steven,679
47287864813600828,Oloron Layered Necklace by Heather Hawkins #anthroregistry,868
47287864813600873,Skirted Pullover - anthropologie.com #anthrofave,404
47287864813601314,free people henley,1450
237001999119700044,Free Crochet Afghan pattern Bernat® Maker Home Dec™ Eyelets and Textures Crochet Blanket (affiliate link),1444
237001999119700933,Bridesmaid Gift Ideas for your stylish friends!,1015
237001999119700933,These metallic gold Monogram Tumblers are sparkly gifts for the maid of honor and bridesmaids.,479
237001999119700969,Blush dress.,976
237001999119700978,#fitspo,1054
237001999119701002,Black summer wedges,762
237001999119701036,Pinterest: tiffanystyles15,188
237001999119701343,simply preppy,1302
120612096242900018,Eyebrow Shaping 101:  Pluck the Perfect Eyebrows... pin this for all women everywhere who do their own brows.,732
120612096242900273,Link goes to Amazon for the book (by Dina Wakley).,603
120612096242900273,"I like the purple ""leaves"" and the shade/light coloring of them.",512
120612096242901158,heart tunic,1163
56858014018700720,Attach stone to the visible foundation under the siding.,1204
56858014018700887,tiny top-siders.,257
56858014018700887,oh my heart!,1302
56858014018701366,"striped dress, red flats & chic sunnies #style",941
512566001320400091,Grafico Blouse - #anthroregistry,1254
512566001320400171,Sweater Season // Shop basics and statement pieces on Effinshop.com,414
512566001320400270,perfect outfit to wear to class,790
512566001320400273,awesome outfit,166
512566001320400285,perfect fall outfit,744
512566001320400316,Bows and wide brimmed hats make for perfect garden party attire!,815
512566001320400320,"Sunday, October 20, 2013 Better than Sweats.",1302
512566001320400320,"Since most of the clothes I wear on a daily basis are somewhat business casual, I love when I ...",747
512566001320400322,recently obsessed with with these patterned cardigan like kimonos I don't even know they're just perfect,1302
512566001320400342,"Layered to perfection in plaid, knits, and a statement necklace http://rstyle.me/n/nmx7w4ni6",869
512566001320400359,Preppy Fall Outfit,164
512566001320400361,gold bracelets.,479
512566001320400365,Booties and fur vest,948
512566001320400370,pink converse,1170
512566001320400383,Turquoise Sea Bar Necklace - #anthroregistry,868
512566001320400440,Cali Beach Hair!,771
512566001320400440,Get it now with REMY CLIPS of California.,768
512566001320400440,"Custom made clip-in, halo, and single weft hair extensions.",1348
512566001320400446,×✧we ғoυnd love.✧× ↠{VolleyballBeaυт}↞,398
512566001320400565,♛ ♚ love this outfit,166
512566001320401084,Blush light pink & gray square blanket scarf.,972
512566001320401123,Loving these gorgeous custom made bridesmaid robes - as low as $25 each!,1348
568298046710600090,"Ever wondered what 2,500 calories looks like?",431
568298046710600090,Use this handy visual guide to see a day's worth of meals across 3 different macronutrient ratios!,1090
568298046710600821,Strut the Strut Bootie in Merlot,958
568298046710601032,Checked Sun Print Thin Jacket BLACK: Jackets & Coats | ZAFUL,826
568298046710601160,"Designer's Remix Pants Similar, more affordable version: http://bit.ly/1YfKaN8 3.1 Phillip Lim Track Pants: http://bit.ly/1TLySyO Vince Sweater: http://bit.ly/1YaMOsO Similar Line Sweater: http://bit.ly/1QipmFw Nike Rosherun: http://bit.ly/1mkdwxP",910
292734044511600005,Cute outfit,157
27654985194500161,drawstring printed pants (for more things drawstring --> http://chicityfashion.com/drawstring-pants/),716
27654985194500837,love the shower curtain!,873
27654985194501186,Onofrei Buna u Beauty & Personal Care - Makeup - Eyes - Eyeshadow - eye makeup - http://amzn.to/2l800NJhttps://m.vk.com/photo-34757875_387613666?list=wall-34757875_101072,446
27654985194501278,"Outdoor furniture, diy project, porch furniture, patio furniture, deck furniture, outdoor living, summer, stained, wood, diy furniture, stain it any color, just add cushions and pillows, cottage decor, outdoor decor, home decor, diy decor, easy to make or buy something similar in etsy #afflink",106
27654985194501291,The sweater!,673
27654985194501291,STITCH FIX SPRING & SUMMER TRENDS 2017!,13
27654985194501291,"Sign up today, fill out your style profile and have items like this long striped cardigan, great cutoffs or even these amazing wedges delivered right to your door.",1387
27654985194501291,$20 styling fee goes towards ANY item(s) you keep.,152
27654985194501332,Cute chewing cotton animals for dogs.,1258
27654985194501332,"Lion, bear, elephant, duck, monkey.",1302
27654985194501332,Knot rope dog toy.,1302
27654985194501332,Toy for dogs.,1302
27654985194501415,That is messed up in so many ways,1365
734157176727100280,I N S T A G R A M @EmilyMohsie,1094
734157176727100700,Classic Rock Strength Fitness Cycling Spinning Running Playlist Music,1057
734157176727100738,Pert Plus Invigorating 2in1 Shampoo  Conditioner 135 oz Pack of 3 >>> Want additional info?,739
734157176727100738,Click on the image.,1607
734157176727100741,AVEDA by Aveda Blue Malva Color Shampoo 338 OZ * Check out this great product.Note:It is affiliate link to Amazon.,1551
734157176727100743,Keratin Blondeshell Keratin Complex Travel Valet Kit for Unisex * Check out this great product.Note:It is affiliate link to Amazon.,1551
734157176727100746,Chamberlain  LiftMaster CIGBU Internet Gateway for MyQ Technology Enabled Garage Door Openers -- You can find out more details at the link of the image.Note:It is affiliate link to Amazon.,1522
734157176727100748,Aeotec by Aeon Labs ZW098 Aeon Labs LED Bulb Small White ** Learn more by visiting the image link.Note:It is affiliate link to Amazon.,1536
734157176727100751,"StackOn SS22MBE 22 Gun Fully Convertible Security Safe with Electronic Lock Matte Black -- Want to know more, click on the image.Note:It is affiliate link to Amazon.",1508
734157176727100756,Smith Optics Discord Sunglass with Blackout Carbonic TLT Lenses Matte Black ** Continue to the product at the image link.Note:It is affiliate link to Amazon.,1544
734157176727101023,Big stripe long dress for autumn day.hand wash. buykud dresses.,1434
734157176727101023,Women's Dresses - Dress for Women - http://amzn.to/2j7a1wP,39
734157176727101074,"Consider your weekend outfit handled with a cropped t-shirt, high rise mom jeans, and sneakers",665
734157176727101364,This Pin was discovered by makana.,728
734157176727101364,Discover (and save!),725
734157176727101364,your own Pins on Pinterest.,730
734157176727101392,#FairfieldGrantsWishes,1302
734157176727101456,Find More at => http://feedproxy.google.com/~r/amazingoutfits/~3/uL_HPkHw7-E/AmazingOutfits.page,839
734157176727101460,Tap for some awesome products at Shire Fire!!,1003
734157176727101460,SALES for daysss at 40% OFF or more!,1195
734157176727101460,"Plus, FREE Shipping wherever you are!",1447
734157176727101463,"♕ pinterest: ☪︎ Sophia Grace ✈︎ Clothing, Shoes & Jewelry : Women : adidas shoes http://amzn.to/2j5OwIR",74
734157176727101489,#winter #fashion /  Grey Sweater + Black Leggings + Black Sneakers http://amzn.to/2sZizM2,680
542824561322400904,pretty #gold accent pillows http://rstyle.me/n/guzdvr9te,479
542824561322400922,"Green, cream and neutral cushions",950
542824561322401214,Valley of Love Jacket | Free People,1450
542824561322401484,Life gets a little heavy at times.,1148
542824561322401484,That's it.,1302
542824561322401484,I'll be fine.,1302
542824561322401484,So far I've survived 100% of my bad days (and believe me I almost broke but still managed) nothing has changed regarding that,1433
331718328778800018,"Denim distressed jeans, turquoise colored top, plaid scarf, white creme beanie",229
331718328778801471,No Limits - Dream BIG.,1302
307018899579600601,I love Cath Kidston...especially mixin' all her patterns.,1443
307018899579600611,Set of 2 soft cotton pillowcases in a bright floral print we love!,715
307018899579600611,Perfect to update any bedding.,996
307018899579600621,woodblock floral quilt http://rstyle.me/n/vxkxnpdpe,969
307018899579600674,perfect lazy weekend attire,1282
307018899579600797,Outfits More,166
307018899579600936,Red Sweater + Blue Jean Shorts!,673
